onset	duration	sample	trial_type	distance_from_previous	block.thisRepN	block.thisTrialN	block.thisN	block.thisIndex	reps.thisRepN	reps.thisTrialN	reps.thisN	reps.thisIndex	afrec_start	rec_start	rec_start_egi	key_resp.keys	key_resp.rt	wait_time_text.started	wait_time_text.stopped	therm_loca_text.started	subResponse	keyResp.keys	keyResp.rt	ITI_wait	wait_trigger	loca_thermode	Hz_condition	temp_condition	temp_valeur	text.started	text.stopped	therm_loca_text.stopped	participant	brightness	num_part	low	high	com_svr	com_thermode	com_eeg	date	expName	psychopyVersion	frameRate	Unnamed: 40	trial	file	step	index	time	type	temp1	temp2	temp3	temp4	temp5	time_sync
942.17	0	471085	10hz	7.086000000000013	2	0	2	0	3.0	0.0	3.0	0.0						1009.6431224999978	1016.7363337999996	1016.7363337999996	2.0	['2', 'return']	[4.00297529999807, 4.859639100002823]	7.09	6.33	3.0	10hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		36	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step73	9924	999.496	STIMULATE	47.1	46.9	46.9	46.9	46.9	955.205
949.252	0	474626	10/Lo	6.192000000000007	2	0	2	0	3.0	0.0	3.0	0.0						1009.6431224999978	1016.7363337999996	1016.7363337999996	2.0	['2', 'return']	[4.00297529999807, 4.859639100002823]	7.09	6.33	3.0	10hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		36	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step73	9924	999.496	STIMULATE	47.1	46.9	46.9	46.9	46.9	955.205
960.052	0	480026	wait	0.0	2	0	2	0	4.0	0.0	4.0	0.0						1034.6113617000085	1041.997967800009	1041.997967800009	6.0	['6', 'return']	[2.447646700005862, 2.928535800005193]	7.38	5.75	0.0	controle	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		37	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step75	10146	1024.218	STIMULATE	48.8	48.4	48.4	48.4	48.8	979.9270000000001
967.43	0	483715	CNhz	7.377999999999929	2	0	2	0	4.0	0.0	4.0	0.0						1034.6113617000085	1041.997967800009	1041.997967800009	6.0	['6', 'return']	[2.447646700005862, 2.928535800005193]	7.38	5.75	0.0	controle	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		37	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step75	10146	1024.218	STIMULATE	48.8	48.4	48.4	48.4	48.8	979.9270000000001
973.928	0	486964	CN/Hi	5.607999999999947	2	0	2	0	4.0	0.0	4.0	0.0						1034.6113617000085	1041.997967800009	1041.997967800009	6.0	['6', 'return']	[2.447646700005862, 2.928535800005193]	7.38	5.75	0.0	controle	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		37	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step75	10146	1024.218	STIMULATE	48.8	48.4	48.4	48.4	48.8	979.9270000000001
983.38	0	491690	wait	10.200000000000045	2	0	2	0	5.0	0.0	5.0	0.0						1057.940589699996	1063.226483899998	1063.226483899998	6.0	['6', 'return']	[4.007683999996516, 4.695620500002406]	5.28	5.86	1.0	40hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		38	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step77	10336	1045.591	STIMULATE	48.6	48.4	48.4	48.4	48.7	1001.3
988.662	0	494331	40hz	0.0	2	0	2	0	5.0	0.0	5.0	0.0						1057.940589699996	1063.226483899998	1063.226483899998	6.0	['6', 'return']	[4.007683999996516, 4.695620500002406]	5.28	5.86	1.0	40hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		38	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step77	10336	1045.591	STIMULATE	48.6	48.4	48.4	48.4	48.7	1001.3
995.27	0	497635	40/Hi	5.717999999999961	2	0	2	0	5.0	0.0	5.0	0.0						1057.940589699996	1063.226483899998	1063.226483899998	6.0	['6', 'return']	[4.007683999996516, 4.695620500002406]	5.28	5.86	1.0	40hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		38	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step77	10336	1045.591	STIMULATE	48.6	48.4	48.4	48.4	48.7	1001.3
1006.376	0	503188	wait	11.853999999999928	2	0	2	0	6.0	0.0	6.0	0.0						1080.936950000003	1088.5096188000025	1088.5096188000025	5.0	['5', 'return']	[2.8224936999904457, 3.3984161999978824]	7.57	5.34	2.0	20hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		39	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step79	10554	1070.285	STIMULATE	48.5	48.4	48.4	48.5	48.7	1025.9940000000001
1013.94	0	506970	20hz	7.562000000000012	2	0	2	0	6.0	0.0	6.0	0.0						1080.936950000003	1088.5096188000025	1088.5096188000025	5.0	['5', 'return']	[2.8224936999904457, 3.3984161999978824]	7.57	5.34	2.0	20hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		39	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step79	10554	1070.285	STIMULATE	48.5	48.4	48.4	48.5	48.7	1025.9940000000001
1020.028	0	510014	20/Hi	5.196000000000026	2	0	2	0	6.0	0.0	6.0	0.0						1080.936950000003	1088.5096188000025	1088.5096188000025	5.0	['5', 'return']	[2.8224936999904457, 3.3984161999978824]	7.57	5.34	2.0	20hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		39	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step79	10554	1070.285	STIMULATE	48.5	48.4	48.4	48.5	48.7	1025.9940000000001
1030.364	0	515182	wait	11.081999999999994	2	0	2	0	7.0	0.0	7.0	0.0						1104.9252427000029	1110.357399200002	1110.357399200002	2.0	['2', 'return']	[3.1567872000014177, 3.9166395000065677]	5.43	5.84	3.0	controle	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		40	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step81	10748	1092.568	STIMULATE	47.1	46.9	46.9	46.9	47.0	1048.277
1035.792	0	517895	CNhz	5.425999999999931	2	0	2	0	7.0	0.0	7.0	0.0						1104.9252427000029	1110.357399200002	1110.357399200002	2.0	['2', 'return']	[3.1567872000014177, 3.9166395000065677]	5.43	5.84	3.0	controle	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		40	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step81	10748	1092.568	STIMULATE	47.1	46.9	46.9	46.9	47.0	1048.277
1042.38	0	521190	CN/Lo	5.698000000000093	2	0	2	0	7.0	0.0	7.0	0.0						1104.9252427000029	1110.357399200002	1110.357399200002	2.0	['2', 'return']	[3.1567872000014177, 3.9166395000065677]	5.43	5.84	3.0	controle	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		40	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step81	10748	1092.568	STIMULATE	47.1	46.9	46.9	46.9	47.0	1048.277
1052.728	0	526364	wait	11.096000000000004	2	0	2	0	8.0	0.0	8.0	0.0						1127.289148900003	1133.8395955000017	1133.8395955000017	3.0	['3', 'return']	[3.466516700005741, 4.203009000004386]	6.55	5.5	0.0	40hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		41	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step83	10952	1115.82	STIMULATE	47.1	46.9	46.9	46.9	47.2	1071.5289999999998
1059.274	0	529637	40hz	0.0	2	0	2	0	8.0	0.0	8.0	0.0						1127.289148900003	1133.8395955000017	1133.8395955000017	3.0	['3', 'return']	[3.466516700005741, 4.203009000004386]	6.55	5.5	0.0	40hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		41	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step83	10952	1115.82	STIMULATE	47.1	46.9	46.9	46.9	47.2	1071.5289999999998
1065.522	0	532761	40/Lo	0.0	2	0	2	0	8.0	0.0	8.0	0.0						1127.289148900003	1133.8395955000017	1133.8395955000017	3.0	['3', 'return']	[3.466516700005741, 4.203009000004386]	6.55	5.5	0.0	40hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		41	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step83	10952	1115.82	STIMULATE	47.1	46.9	46.9	46.9	47.2	1071.5289999999998
1076.502	0	538251	wait	0.0	2	0	2	0	9.0	0.0	9.0	0.0						1151.0626113000037	1158.9147414000035	1158.9147414000035	5.0	['5', 'return']	[3.8359301000018604, 4.397041499993065]	7.85	5.19	1.0	controle	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		42	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step85	11170	1140.568	STIMULATE	48.6	48.4	48.4	48.4	48.7	1096.2769999999998
1084.348	0	542174	CNhz	0.0	2	0	2	0	9.0	0.0	9.0	0.0						1151.0626113000037	1158.9147414000035	1158.9147414000035	5.0	['5', 'return']	[3.8359301000018604, 4.397041499993065]	7.85	5.19	1.0	controle	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		42	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step85	11170	1140.568	STIMULATE	48.6	48.4	48.4	48.4	48.7	1096.2769999999998
1090.288	0	545144	CN/Hi	5.051999999999907	2	0	2	0	9.0	0.0	9.0	0.0						1151.0626113000037	1158.9147414000035	1158.9147414000035	5.0	['5', 'return']	[3.8359301000018604, 4.397041499993065]	7.85	5.19	1.0	controle	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		42	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step85	11170	1140.568	STIMULATE	48.6	48.4	48.4	48.4	48.7	1096.2769999999998
1101.776	0	550888	wait	12.236000000000104	2	0	2	0	10.0	0.0	10.0	0.0						1176.3365135000058	1183.492946600003	1183.492946600003	4.0	['4', 'return']	[3.0320707999926526, 3.599335799997789]	7.15	5.49	2.0	10hz	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		43	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step87	11381	1165.362	STIMULATE	48.6	48.4	48.4	48.4	48.7	1121.071
1108.924	0	554462	10hz	7.145999999999958	2	0	2	0	10.0	0.0	10.0	0.0						1176.3365135000058	1183.492946600003	1183.492946600003	4.0	['4', 'return']	[3.0320707999926526, 3.599335799997789]	7.15	5.49	2.0	10hz	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		43	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step87	11381	1165.362	STIMULATE	48.6	48.4	48.4	48.4	48.7	1121.071
1115.166	0	557583	10/Hi	5.349999999999909	2	0	2	0	10.0	0.0	10.0	0.0						1176.3365135000058	1183.492946600003	1183.492946600003	4.0	['4', 'return']	[3.0320707999926526, 3.599335799997789]	7.15	5.49	2.0	10hz	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		43	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step87	11381	1165.362	STIMULATE	48.6	48.4	48.4	48.4	48.7	1121.071
1125.548	0	562774	wait	11.13000000000011	2	0	2	0	11.0	0.0	11.0	0.0						1200.1101730000082	1207.819426300004	1207.819426300004	2.0	['2', 'return']	[3.4379190000036033, 4.126149800009443]	7.71	5.38	3.0	40hz	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		44	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step89	11586	1189.638	STIMULATE	46.9	46.9	46.9	46.9	47.0	1145.3469999999998
1133.252	0	566626	40hz	7.701999999999998	2	0	2	0	11.0	0.0	11.0	0.0						1200.1101730000082	1207.819426300004	1207.819426300004	2.0	['2', 'return']	[3.4379190000036033, 4.126149800009443]	7.71	5.38	3.0	40hz	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		44	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step89	11586	1189.638	STIMULATE	46.9	46.9	46.9	46.9	47.0	1145.3469999999998
1139.382	0	569691	40/Lo	5.236000000000104	2	0	2	0	11.0	0.0	11.0	0.0						1200.1101730000082	1207.819426300004	1207.819426300004	2.0	['2', 'return']	[3.4379190000036033, 4.126149800009443]	7.71	5.38	3.0	40hz	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		44	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step89	11586	1189.638	STIMULATE	46.9	46.9	46.9	46.9	47.0	1145.3469999999998
1150.404	0	575202	drop	11.768000000000029	2	0	2	0	12.0	0.0	12.0	0.0						1224.967300000004	1231.1228464000014	1231.1228464000014	99.0	['9', '9', 'return']	[7.4974116999947, 7.857018399998196, 8.280640500001027]	6.15	5.22	0.0	40hz	drop	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		45	trigger_not_sent	trigger_not_sent	trigger_not_sent	trigger_not_sent	trigger_not_sent	35	35	35	35	35	trigger_not_sent
1156.554	0	578277	drophz	6.1460000000001855	2	0	2	0	12.0	0.0	12.0	0.0						1224.967300000004	1231.1228464000014	1231.1228464000014	99.0	['9', '9', 'return']	[7.4974116999947, 7.857018399998196, 8.280640500001027]	6.15	5.22	0.0	40hz	drop	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		45	trigger_not_sent	trigger_not_sent	trigger_not_sent	trigger_not_sent	trigger_not_sent	35	35	35	35	35	trigger_not_sent
1161.774	0	580887	drop/	5.0779999999999745	2	0	2	0	12.0	0.0	12.0	0.0						1224.967300000004	1231.1228464000014	1231.1228464000014	99.0	['9', '9', 'return']	[7.4974116999947, 7.857018399998196, 8.280640500001027]	6.15	5.22	0.0	40hz	drop	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		45	trigger_not_sent	trigger_not_sent	trigger_not_sent	trigger_not_sent	trigger_not_sent	35	35	35	35	35	trigger_not_sent
1177.86	0	588930	wait	16.08199999999988	2	0	2	0	13.0	0.0	13.0	0.0						1252.422256699996	1260.1532800999994	1260.1532800999994	4.0	['4', 'return']	[3.78538970000227, 4.777054500009399]	7.73	5.63	1.0	20hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		46	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step91	12026	1242.207	STIMULATE	48.5	48.4	48.4	48.5	48.7	1197.916
1185.586	0	592793	20hz	7.723999999999933	2	0	2	0	13.0	0.0	13.0	0.0						1252.422256699996	1260.1532800999994	1260.1532800999994	4.0	['4', 'return']	[3.78538970000227, 4.777054500009399]	7.73	5.63	1.0	20hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		46	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step91	12026	1242.207	STIMULATE	48.5	48.4	48.4	48.5	48.7	1197.916
1191.966	0	595983	20/Hi	5.489999999999782	2	0	2	0	13.0	0.0	13.0	0.0						1252.422256699996	1260.1532800999994	1260.1532800999994	4.0	['4', 'return']	[3.78538970000227, 4.777054500009399]	7.73	5.63	1.0	20hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		46	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step91	12026	1242.207	STIMULATE	48.5	48.4	48.4	48.5	48.7	1197.916
1203.384	0	601692	wait	12.16599999999994	2	0	2	0	14.0	0.0	14.0	0.0						1277.9457970000076	1284.4823853999987	1284.4823853999987	2.0	['2', 'return']	[3.648859499997343, 4.66408770000271]	6.53	6.19	2.0	controle	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		47	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step93	12232	1267.118	STIMULATE	47.0	46.9	46.9	46.9	47.2	1222.8269999999998
1209.914	0	604957	CNhz	6.52800000000002	2	0	2	0	14.0	0.0	14.0	0.0						1277.9457970000076	1284.4823853999987	1284.4823853999987	2.0	['2', 'return']	[3.648859499997343, 4.66408770000271]	6.53	6.19	2.0	controle	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		47	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step93	12232	1267.118	STIMULATE	47.0	46.9	46.9	46.9	47.2	1222.8269999999998
1216.858	0	608429	CN/Lo	6.051999999999907	2	0	2	0	14.0	0.0	14.0	0.0						1277.9457970000076	1284.4823853999987	1284.4823853999987	2.0	['2', 'return']	[3.648859499997343, 4.66408770000271]	6.53	6.19	2.0	controle	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		47	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step93	12232	1267.118	STIMULATE	47.0	46.9	46.9	46.9	47.2	1222.8269999999998
1227.602	0	613801	wait	11.49200000000019	2	0	2	0	15.0	0.0	15.0	0.0						1302.1639595000015	1308.7137497000076	1308.7137497000076	3.0	['3', 'return']	[5.7924391999986256, 6.576207999998587]	6.55	5.2	3.0	20hz	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		48	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step95	12423	1290.407	STIMULATE	46.9	46.9	46.9	46.9	47.0	1246.1159999999998
1234.148	0	617074	20hz	6.543999999999869	2	0	2	0	15.0	0.0	15.0	0.0						1302.1639595000015	1308.7137497000076	1308.7137497000076	3.0	['3', 'return']	[5.7924391999986256, 6.576207999998587]	6.55	5.2	3.0	20hz	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		48	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step95	12423	1290.407	STIMULATE	46.9	46.9	46.9	46.9	47.0	1246.1159999999998
1240.096	0	620048	20/Lo	5.057999999999993	2	0	2	0	15.0	0.0	15.0	0.0						1302.1639595000015	1308.7137497000076	1308.7137497000076	3.0	['3', 'return']	[5.7924391999986256, 6.576207999998587]	6.55	5.2	3.0	20hz	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		48	sub-pilot012_SVR_EEG_block1-3.protocol.csv	step95	12423	1290.407	STIMULATE	46.9	46.9	46.9	46.9	47.0	1246.1159999999998
1291.762	0	645881	wait	52.41399999999999	3	0	3	0	0.0	0.0	0.0	0.0				p	0.650228700003936	1366.3243313999992	1373.7494601000071	1373.7494601000071	6.5	['6', 'a', '5', 'return']	[3.3011062999867136, 3.9808854999864707, 4.244986299992888, 5.068912099988665]	7.42	5.13	0.0	controle	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		49	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step3	395	39.309	STIMULATE	48.7	48.4	48.4	48.4	48.8	1310.857
1299.182	0	649591	CNhz	7.41800000000012	3	0	3	0	0.0	0.0	0.0	0.0				p	0.650228700003936	1366.3243313999992	1373.7494601000071	1373.7494601000071	6.5	['6', 'a', '5', 'return']	[3.3011062999867136, 3.9808854999864707, 4.244986299992888, 5.068912099988665]	7.42	5.13	0.0	controle	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		49	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step3	395	39.309	STIMULATE	48.7	48.4	48.4	48.4	48.8	1310.857
1305.06	0	652530	CN/Hi	4.988000000000056	3	0	3	0	0.0	0.0	0.0	0.0				p	0.650228700003936	1366.3243313999992	1373.7494601000071	1373.7494601000071	6.5	['6', 'a', '5', 'return']	[3.3011062999867136, 3.9808854999864707, 4.244986299992888, 5.068912099988665]	7.42	5.13	0.0	controle	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		49	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step3	395	39.309	STIMULATE	48.7	48.4	48.4	48.4	48.8	1310.857
1317.272	0	658636	wait	12.957999999999856	3	0	3	0	1.0	0.0	1.0	0.0						1391.834337399996	1399.7046188999957	1399.7046188999957	2.0	['2', 'return']	[2.475178799999412, 3.0995278999907896]	7.87	5.93	1.0	40hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		50	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step5	664	66.004	STIMULATE	47.0	46.9	46.9	46.9	47.2	1337.552
1325.136	0	662568	40hz	7.86200000000008	3	0	3	0	1.0	0.0	1.0	0.0						1391.834337399996	1399.7046188999957	1399.7046188999957	2.0	['2', 'return']	[2.475178799999412, 3.0995278999907896]	7.87	5.93	1.0	40hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		50	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step5	664	66.004	STIMULATE	47.0	46.9	46.9	46.9	47.2	1337.552
1331.816	0	665908	40/Lo	0.0	3	0	3	0	1.0	0.0	1.0	0.0						1391.834337399996	1399.7046188999957	1399.7046188999957	2.0	['2', 'return']	[2.475178799999412, 3.0995278999907896]	7.87	5.93	1.0	40hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		50	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step5	664	66.004	STIMULATE	47.0	46.9	46.9	46.9	47.2	1337.552
1341.26	0	670630	wait	10.19399999999996	3	0	3	0	2.0	0.0	2.0	0.0						1415.8236957000045	1421.96551010001	1421.96551010001	5.5	['5', 'a', '5', 'return']	[3.063467200001469, 3.430177799993544, 3.5988003999955254, 4.3588353999948595]	6.14	5.52	2.0	10hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		51	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step7	886	88.017	STIMULATE	48.5	48.4	48.4	48.4	48.8	1359.565
1347.396	0	673698	10hz	6.132000000000062	3	0	3	0	2.0	0.0	2.0	0.0						1415.8236957000045	1421.96551010001	1421.96551010001	5.5	['5', 'a', '5', 'return']	[3.063467200001469, 3.430177799993544, 3.5988003999955254, 4.3588353999948595]	6.14	5.52	2.0	10hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		51	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step7	886	88.017	STIMULATE	48.5	48.4	48.4	48.4	48.8	1359.565
1353.664	0	676832	10/Hi	5.377999999999929	3	0	3	0	2.0	0.0	2.0	0.0						1415.8236957000045	1421.96551010001	1421.96551010001	5.5	['5', 'a', '5', 'return']	[3.063467200001469, 3.430177799993544, 3.5988003999955254, 4.3588353999948595]	6.14	5.52	2.0	10hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		51	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step7	886	88.017	STIMULATE	48.5	48.4	48.4	48.4	48.8	1359.565
1364.78	0	682390	wait	11.864000000000033	3	0	3	0	3.0	0.0	3.0	0.0						1439.3430683000042	1446.5148629000032	1446.5148629000032	5.0	['5', 'return']	[3.7502173999964725, 4.69365889999608]	7.16	5.05	3.0	40hz	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		52	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step9	1128	112.066	STIMULATE	48.6	48.4	48.4	48.4	48.5	1383.614
